S#,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
455,Dr. Nayyer Masood,Capital University of Science and Technology,Computer Science,Capital,Professor/HoD,PhD,University of Bradford,UK,1999,"Multidatabase Systems Schema Translation, Schema Evolution, Schema Integration, Data Integration, Data Mining",
456,Dr. Muhammad Tanvir Afzal,Capital University of Science and Technology,Computer Science,Capital,Associate Professor,PhD,Graz University of Technology,Austria,2010,Digital Libraries; Web/Text Mining; Semantic Web; Information Visualization,
457,Dr. Muhammad Azhar Iqbal,Capital University of Science and Technology,Computer Science,Capital,Assistant Professor,PhD,"Huazhong University of Science and Technology (HUST), Wuhan",China,2012,"Wireless Ad Hoc Networks, development and evaluation of Network Coding Aware and Network Coding Based routing protocols suitable to highly dynamic and delay tolerant networks",
458,Dr. Muhammad Aleem,Capital University of Science and Technology,Computer Science,Capital,Assistant Professor,PhD,University of Innsbruck,Austria,2012,Parallel and distributed computing. Parallel programming environments for multi-/many-core shared and distributed memory parallel computers. Run-time environments and scheduling mechanisms for parallel machines based on multi-cores. Performance analysis of parallel applications.,
459,Dr. Muhammad Arshad  Islam,Capital University of Science and Technology,Computer Science,Capital,Assistant Professor,PhD,University of Konstanz,Germany,2011,Routing in Mobile Ad hoc Networks Social Network Analysis Application of Graph Theory,
460,Shahzad Rafique ,Capital University of Science and Technology,Computer Science,Capital,Assistant Professor,MS,Mohammad Ali Jinnah University,Pakistan,2004,"Software & System Engineering, Computational Intelligence (Soft Computing), Agents and Multi Agent Systems, Autonomous Systems, Component Based Development",
461,Humera Aftab Sheikh,Capital University of Science and Technology,Computer Science,Capital,Assistant Professor,Mphil,"National University of Modern Languages,Islamabad",Pakistan,2007,,
462,Mr Qamar Mahmood,Capital University of Science and Technology,Computer Science,Capital,Assistant Professor,MSc,"University of Engineering and Technology,Taxila",Pakistan,2006,"Semantic Computing, Digital Libraries, Ontology Engineering",
463,Saleem Anwar,Capital University of Science and Technology,Computer Science,Capital,Assistant Professor,,,,,,
464,Salman Ahmed,Capital University of Science and Technology,Computer Science,Capital,Lecturer,MS,Mohammad Ali Jinnah University,Pakistan,2013,Mobile Agents; Semantic Web; RDF Graphs,
465,Mr. Qamar  uz Zaman,Capital University of Science and Technology,Computer Science,Capital,Lecturer,MS,Centre for Advanced Studies in Engineering,Pakistan,2013,"Requirements Engineering, Formal Methods.",
466,Muhammad Ansar Javed,Capital University of Science and Technology,Computer Science,Capital,Lecturer,MS,National University of Sciences and Technology,Pakistan,2015,"Parallel Programming, Big Data, Games Bases Learning.",
467,Bilal Ahmad,Capital University of Science and Technology,Computer Science,Capital,Lecturer,MS,"University of Engineering and Technology,Taxila",Pakistan,2010,Wireless sensor networks particularly MAC layer design.,
468,Mr. Ibrar  Arshad,Capital University of Science and Technology,Computer Science,Capital,Lecturer,MS,Blekinge Institute of Technology,Sweden,2012,"Software Testing, Software Requirements Engineering, Agile Development, Global Software Engineering, Formal Methods",
469,Mr. Syed Awais Haider,Capital University of Science and Technology,Computer Science,Capital,Lecturer,Mphil,Quaid-i-Azam University,Pakistan,2012,,
470,Ms. Asma  Naz,Capital University of Science and Technology,Computer Science,Capital,Lecturer,MS,Quaid-i-Azam University,Pakistan,2013,"Corpus linguistics, statistics, and the application of corpus methods in the study of speech and writing, learner language, collocations, phraseology and vocabulary. I am also interested in corpus design and corpus tools development, Experimental Phonetics and Phonology, Forensic Phonetics, Psycholinguistics, Second Language Acquisition, Implicit and Explicit L2 Knowledge, Prosody, Tone.",
471,Mr. Muhammad Shaheryar,Capital University of Science and Technology,Computer Science,Capital,Lecturer,MS,National University of Sciences and Technology,Pakistan,2013,"Machine Learning, Artificial Intelligence, Data Mining, Classification, Image Processing, Automata",
472,Mr. Usman  Rafiq,Capital University of Science and Technology,Computer Science,Capital,Lecturer,,,,,,
473,Ms. Hajra  Klair,Capital University of Science and Technology,Computer Science,Capital,Lecturer,,,,,,
474,Ms. Zohra  Jabeen,Capital University of Science and Technology,Computer Science,Capital,Lecturer,,,,,,
475,Ms. Mammona  Qudsia,Capital University of Science and Technology,Computer Science,Capital,Lecturer,MS,"FAST– National University of Computer and Emerging Sciences,Lahore",Pakistan,2015,"Machine Learning, Artificial Intelligence, Computer Vision, Data Mining, Classification, Image Processing",
476,Asifullah Khan ,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,Head of Department,Post Doc,Gwangju Institute of Science and Technology,South Korea,,"Digital Image Processing, Pattern Recognition, Machine Learning, and Evolutionary Algorithms",
477,Mutawarra Hussain,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,Dean,PhD,University of Birmingham,UK,,"Medical Image Processing, Pattern Recognition, Natural Language Processing",
478,Naeem Ahmed,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,Head,MSc,Quaid-i-Azam University,Pakistan,,"Design and development of PC controlled educational systems, Nuclear Electronics and Instrumentation",
479,Anila Usman,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,Controller of Examinations,PhD,Manchester University,UK,,"Numerical Computing, Parallel/Distributed Computing",
480,Javaid Khurshid,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,Harbin Institute of Technology,China,,"Artificial Intelligence, Mobile Robots, Multi Robot Systems",
481,Abdul Majid,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,,"Pattern Recognition, Machine learning, Bioinformatics, Combining Classifiers, Applications of Artificial Neural Network and Support Vector Machine in Computational Materials Science, Genetic Algorithm and Genetic Programming",
482,Muhammad Hanif Durad,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,Beijing Institute of Technology,China,,"Computer Networks and Security, Parallel and Grid Computing, Computer Architecture",
483,Shahzad Ahmad Qureshi,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,Pakistan Institute of Engineering and Applied Sciences,Pakistan,,"Medical Image Reconstruction, Pattern Recognition, Evolutionary Computation, Digital Subtraction Angiography, Embedded Systems, Computational Metallurgy and Materials Science",
484,Aneela Zameer Jaafery,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,University of Paisley,UK,,"Modeling and Simulation of Physical Systems, Stochastic Optimization, Evolutionary Computing",
485,Irfan ul Haq,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,University of Vienna,Austria,,"Cloud Computing, Internet of Things, Information Security, Web Mining, Cognitive Computer Science, Self Organizing Systems",
486,Tauseef Jamal,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,Univ of Porto/Univ of Aveiro Portugal/Uni of Minho,Portugal,,"Ad-Hoc Networks, Wireless Pervasive Systems, Cooperative Networking, Cooperative Sensing and Inference, Self-organized Networked Systems",
487,Muhammad Irfan Hameed,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,MS,National University of Sciences and Technology,Pakistan,,"Establishment of Software Services Infrastructure, Development of an Integrated Set of Information Systems, Development of Internet and Database Application Software, Distant Electronic Classroom Utilizing Low Bandwidth Internet, Data Warehousing, Information Security Management",
488,Naeem Akhtar,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,Vienna University of Technology,Austria,,"Pose Tracking, Image Registration and Alignment, Visual Surveillance and Navigation, 3D Reconstruction, Virtual and Augmented Reality",
489,Ghulam Raza,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,University of Konstanz,Germany,,"Automatic lexical acquisition, Computational grammar development, Theoretical linguistics, Parallel corpora development and statistical machine translation",
490,Muhammad Abid,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,Tsinghua University,China,,"High performance computing using GPUs, CMPs; Parallel programming using OpenCL and CUDA; Architectures of GPUs/CMPs",
491,Hidayatullah Khan,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,MSc,University of Peshawar,Pakistan,,"Software Design & Development, Cyber Security, Database Security",
492,Kamran Safdar,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,Universität Salzburg,Austria,,"Computational geometry, in particular, straight skeletons and Voronoi diagrams; general-purpose computing on graphics processing units (GPGPU); computer graphics and geometric modeling; algorithms and mathematical proofs; parallel and high-performance computing",
493,Nauman Shamim,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,MS,National University of Sciences and Technology,Pakistan,,,
494,Fayyaz-ul-Amir Afsar Minhas,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,Colorado State University,USA,,"Machine Learning (Artificial & Computational Intelligence), Digital Signal Processing, Biomedical signal analysis, Biometrics",
495,Muhammad Iqbal,Pakistan Institute of Engineering and Applied Sciences,Computer and Information Sciences,Capital,,PhD,,,,"Neurodynamics and synchronization of neurons, Stability and control of neural networks, Simulation and modeling, Synchronization algorithms for multi-agent systems, Synchronization of multi-agent systems under information constrains, Modeling, analysis and control of chaotic systems, Consensus control of multi-agent systems",
496,Muhammad Ishaq Khan,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Associate Professor/HoD,,,,,,
497,Zeeshan Ashraf,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Assistant Professor,,,,,,
498,Ayyaz Yaqoob,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Assistant Professor,,,,,,
499,Muhammad Asad,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Lecturer,,,,,,
500,Qaisar Farooq,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Lecturer,,,,,,
501,M Saleem Butt,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Lecturer,,,,,,
502,Zartasha Gul,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Lecturer,,,,,,
503,Muhammad Faiyaz,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Lecturer,,,,,,
504,Junaid Hassan,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Lecturer,BS,"University of Engineering and Technology,Taxila",Pakistan,,"Web Design and Development,eCommerce Applications Development,Wireless and Mobile Computing,Advanced Heterogeneous Networks",
505,Hassan Zia,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Lecturer,MSc,,,,"Web Security,Game Development,Web Design and Development,CMS",
506,Zohair Ahmed,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Lecturer,,,,,,
507,Aamir Raza,"University of Sargodha,Mandi Bahauddin Campus",Computer Science,Punjab,Lecturer,,,,,,
508,Asma Fardoos,UET-RASUL,Computer Science,Punjab,Lecturer,,,,,,
509,Sabih Jamal,UET-RASUL,Computer Science,Punjab,Lecturer,,,,,,
510,Adnan Iqbal,NAML-Mianwali,Computer Science,Punjab,Associate Professor/HoD,PhD,National University of Sciences and Technology,Pakistan,2010,"Computer Networking,Cloud Computing",
511,Ms. Ambreen Hanif,NAML-Mianwali,Computer Science,Punjab,Senior Lecturer,MS,Lahore University of Management Sciences,Pakistan,,,
512,Mr. Gul Aftab Ahmed,NAML-Mianwali,Computer Science,Punjab,Senior Lecturer,MS,University of Manchester,UK,,,
513,Junaid Akhtar,NAML-Mianwali,Computer Science,Punjab,Assistant Professor,Post Doc,University of Virginia,USA,2014,"Computational Semiotics,Sentiment Analysis,Evolutionary Computation,Charles Sanders Peirce",
514,Dr.Muhammad Adil Raja,NAML-Mianwali,Computer Science,Punjab,Associate Professor,PhD,University of Limerick,Ireland,2008,Real-time Non-intrusive Quality Estimation of VoIP,
515,Mr. Muhammad Kamran Nishat,NAML-Mianwali,Computer Science,Punjab,Senior Lecturer,MS,Lahore University of Management Sciences,Pakistan,,,
516,Mr. Muhammad Sarmad Ali,NAML-Mianwali,Computer Science,Punjab,Senior Lecturer,Post Doc,University of Limerick,Ireland,2010,machine learning approaches for data intensive computing,
